Blancas;Negras;Resultado Blancas;Resultado Negras;ECO;Apertura;Variaci¢n
Obsidian 8.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;E60;Defensa India de Rey;
Stockfish 16 64-bit 4CPU;Obsidian 8.0 64-bit 4CPU;1;0;E60;Defensa India de Rey;
Obsidian 8.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;E32;Defensa Nimzo- India;
Stockfish 16 64-bit 4CPU;Obsidian 8.0 64-bit 4CPU;0,5;0,5;E32;Defensa Nimzo- India;
Obsidian 9.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;E18; Nimzo-Indian Defense, Saemisch Variation;
Stockfish 16 64-bit 4CPU;Obsidian 9.0 64-bit 4CPU;1;0;E18; Nimzo-Indian Defense, Saemisch Variation;
Obsidian 9.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;E32;Defensa Nimzo- India;
Stockfish 16 64-bit 4CPU;Obsidian 9.0 64-bit 4CPU;1;0;E32;Defensa Nimzo- India;
Obsidian 9.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;E01; Catalan Opening, Closed;
Stockfish 16 64-bit 4CPU;Obsidian 9.0 64-bit 4CPU;0,5;0,5;E01; Catalan Opening, Closed;
Caissa 1.15 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;E04;Apertura Catalana;
Stockfish 16 64-bit 4CPU;Caissa 1.15 64-bit 4CPU;0,5;0,5;E04;Apertura Catalana;
Stormphrax 4.0.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;E16;Defensa India de Dama;
Stockfish 16 64-bit 4CPU;Stormphrax 4.0.0 64-bit 4CPU;0,5;0,5;E16;Defensa India de Dama;
Stormphrax 4.0.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;E15;Defensa India de Dama;
Stockfish 16 64-bit 4CPU;Stormphrax 4.0.0 64-bit 4CPU;1;0;E15;Defensa India de Dama;
Stormphrax 4.0.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;E60;Defensa India de Rey;
Stockfish 16 64-bit 4CPU;Stormphrax 4.0.0 64-bit 4CPU;0,5;0,5;E60;Defensa India de Rey;
Clover 6.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;E47; Nimzo-Indian Defense, 4.e3;
Stockfish 16 64-bit 4CPU;Clover 6.1 64-bit 4CPU;0,5;0,5;E47; Nimzo-Indian Defense, 4.e3;
Stormphrax 4.0.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;E90;Defensa India de Rey;
Stockfish 16 64-bit 4CPU;Stormphrax 4.0.0 64-bit 4CPU;1;0;E90;Defensa India de Rey;
Caissa 1.16 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;E11;Defensa Bogo India;
Stockfish 16 64-bit 4CPU;Caissa 1.16 64-bit 4CPU;1;0;E11;Defensa Bogo India;
Caissa 1.16 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;E15;Defensa India de Dama;
Stockfish 16 64-bit 4CPU;Caissa 1.16 64-bit 4CPU;0,5;0,5;E15;Defensa India de Dama;
Caissa 1.16 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;E48; Nimzo-Indian Defense, 4.e3;
Stockfish 16 64-bit 4CPU;Caissa 1.16 64-bit 4CPU;0,5;0,5;E48; Nimzo-Indian Defense, 4.e3;
Caissa 1.16 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;E97;Defensa India de Rey;
Stockfish 16 64-bit 4CPU;Caissa 1.16 64-bit 4CPU;0,5;0,5;E97;Defensa India de Rey;
Seer 2.8.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;E48; Nimzo-Indian Defense, 4.e3;
Stockfish 16 64-bit 4CPU;Seer 2.8.0 64-bit 4CPU;1;0;E48; Nimzo-Indian Defense, 4.e3;
RubiChess 20240112 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;E11;Defensa Bogo India;
Stockfish 16 64-bit 4CPU;RubiChess 20240112 64-bit 4CPU;0,5;0,5;E11;Defensa Bogo India;
Caissa 1.16 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;E54;Defensa Nimzo- India;
Stockfish 16 64-bit 4CPU;Caissa 1.16 64-bit 4CPU;0,5;0,5;E54;Defensa Nimzo- India;
Obsidian 10.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;E11;Defensa Bogo India;
Stockfish 16 64-bit 4CPU;Obsidian 10.0 64-bit 4CPU;1;0;E11;Defensa Bogo India;
Seer 2.8.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;E61;Defensa India de Rey - Smyslov;
Stockfish 16 64-bit 4CPU;Seer 2.8.0 64-bit 4CPU;0,5;0,5;E61;Defensa India de Rey - Smyslov;
Arasan 24.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;E94; King's Indian Defense, Orthodox Variation;
Stockfish 16 64-bit 4CPU;Arasan 24.1 64-bit 4CPU;0,5;0,5;E94; King's Indian Defense, Orthodox Variation;
Obsidian 10.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;E15;Defensa India de Dama;
Stockfish 16 64-bit 4CPU;Obsidian 10.0 64-bit 4CPU;0,5;0,5;E15;Defensa India de Dama;
Booot 7.3 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;E18; Nimzo-Indian Defense, Saemisch Variation;
Stockfish 16 64-bit 4CPU;Booot 7.3 64-bit 4CPU;1;0;E18; Nimzo-Indian Defense, Saemisch Variation;
Stockfish 16 64-bit 4CPU;Booot 7.3 64-bit 4CPU;1;0;E18; Nimzo-Indian Defense, Saemisch Variation;
Arasan 24.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;E21; Nimzo-Indian Defense;
Stockfish 16 64-bit 4CPU;Arasan 24.1 64-bit 4CPU;0,5;0,5;E21; Nimzo-Indian Defense;
Obsidian 10.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;E92; King's Indian Defense, Orthodox Variation;
Stockfish 16 64-bit 4CPU;Obsidian 10.0 64-bit 4CPU;1;0;E92; King's Indian Defense, Orthodox Variation;
Obsidian 10.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;E30; Nimzo-Indian Defense, Leningrad System;
Stockfish 16 64-bit 4CPU;Obsidian 10.0 64-bit 4CPU;0,5;0,5;E30; Nimzo-Indian Defense, Leningrad System;
Booot 7.3 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;E48; Nimzo-Indian Defense, 4.e3;
Arasan 24.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;E67; King's Indian Defense, Fianchetto Variation;
Stockfish 16 64-bit 4CPU;Arasan 24.1 64-bit 4CPU;1;0;E67; King's Indian Defense, Fianchetto Variation;
Arasan 24.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;E60;Defensa India de Rey;
Stockfish 16 64-bit 4CPU;Arasan 24.1 64-bit 4CPU;0,5;0,5;E60;Defensa India de Rey;
Alexandria 6.0.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;E16;Defensa India de Dama;
Stockfish 16 64-bit 4CPU;Alexandria 6.0.0 64-bit 4CPU;0,5;0,5;E16;Defensa India de Dama;
Alexandria 6.0.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;E92; King's Indian Defense, Orthodox Variation;
Stockfish 16 64-bit 4CPU;Alexandria 6.0.0 64-bit 4CPU;1;0;E92; King's Indian Defense, Orthodox Variation;
Alexandria 6.0.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;E15;Defensa India de Dama;
Stockfish 16 64-bit 4CPU;Alexandria 6.0.0 64-bit 4CPU;0,5;0,5;E15;Defensa India de Dama;
Alexandria 6.0.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;E32;Defensa Nimzo- India;
Stockfish 16 64-bit 4CPU;Alexandria 6.0.0 64-bit 4CPU;1;0;E32;Defensa Nimzo- India;
Stockfish 16 64-bit 4CPU;Velvet 7.1.0 64-bit 4CPU;0,5;0,5;E10;Defensa India de Dama;
Torch v2 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;E60;Defensa India de Rey;
Stockfish 16 64-bit 4CPU;Torch v2 64-bit 4CPU;0,5;0,5;E06; Catalan Opening, Closed;
Torch v2 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;E12;Defensa India de Dama;
Rebel 16.3 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;E11;Defensa Bogo India;
Seer 2.8.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;E10;Defensa India de Dama;
Clover 6.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;E04;Apertura Catalana;
Stockfish 16 64-bit 4CPU;Viridithas 11.0.0 64-bit 4CPU;0,5;0,5;E18; Nimzo-Indian Defense, Saemisch Variation;
Stockfish 16 64-bit 4CPU;Ethereal 14.25 64-bit 4CPU;0,5;0,5;E12;Defensa India de Dama;
Stockfish 16 64-bit 4CPU;Igel 3.5.0 64-bit 4CPU;1;0;E00; Catalan Opening;
Stockfish 16 64-bit 4CPU;Ethereal 14.00 64-bit 4CPU;0,5;0,5;D26;Gambito de dama Aceptado;
Ethereal 14.00 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D26;Gambito de dama Aceptado;
Stockfish 16 64-bit 4CPU;RubiChess 20230410 64-bit 4CPU;0,5;0,5;D27;Gambito de dama Aceptado;
RubiChess 20230410 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D27;Gambito de dama Aceptado;
Stockfish 16 64-bit 4CPU;Uralochka 3.39d 64-bit 4CPU;0,5;0,5;D27;Gambito de dama Aceptado;
Uralochka 3.39d 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D27;Gambito de dama Aceptado;
Clover 5.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D24;Gambito de dama Aceptado;
Stockfish 16 64-bit 4CPU;Clover 5.0 64-bit 4CPU;1;0;D24;Gambito de dama Aceptado;
Deep Sjeng 3.6 a16 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D26;Gambito de dama Aceptado;
Stockfish 16 64-bit 4CPU;Deep Sjeng 3.6 a16 64-bit 4CPU;1;0;D26;Gambito de dama Aceptado;
Rebel EAS 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D20;Gambito de dama Aceptado;
Stockfish 16 64-bit 4CPU;Rebel EAS 64-bit 4CPU;0,5;0,5;D20;Gambito de dama Aceptado;
Dragon by Komodo 3.3 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D25;Gambito de dama Aceptado;
Stockfish 16 64-bit 4CPU;Dragon by Komodo 3.3 64-bit 4CPU;0,5;0,5;D25;Gambito de dama Aceptado;
Caissa 1.13.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D20;Gambito de dama Aceptado;
Stockfish 16 64-bit 4CPU;Caissa 1.13.1 64-bit 4CPU;1;0;D20;Gambito de dama Aceptado;
Stockfish 16 64-bit 4CPU;Torch v2 64-bit 4CPU;0,5;0,5;D27;Gambito de dama Aceptado;
Ethereal 14.25 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D27;Gambito de dama Aceptado;
Caissa 1.11 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;A02;Apertura Bird;
Stockfish 16 64-bit 4CPU;Caissa 1.11 64-bit 4CPU;0,5;0,5;A02;Apertura Bird;
Alexandria 6.0.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;A03;Apertura Bird;
Stockfish 16 64-bit 4CPU;Alexandria 6.0.0 64-bit 4CPU;0;1;A03;Apertura Bird;
Midnight 9 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;A02;Apertura Bird;
Stockfish 16 64-bit 4CPU;Midnight 9 64-bit 4CPU;1;0;A02;Apertura Bird;
Midnight 9 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;A02;Apertura Bird;
Stockfish 16 64-bit 4CPU;Midnight 9 64-bit 4CPU;1;0;A02;Apertura Bird;
Torch v2 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;A03;Apertura Bird;
Igel 3.5.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C48;Apertura Cuatro Caballos;
Stockfish 16 64-bit 4CPU;Igel 3.5.0 64-bit 4CPU;0,5;0,5;C48;Apertura Cuatro Caballos;
Stockfish 16 64-bit 4CPU;Velvet 5.2.0 64-bit 4CPU;0,5;0,5;D00;Apertura de Peon de Dama;
Velvet 5.2.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D00;Apertura de Peon de Dama;
Caissa 1.12 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D00;Apertura de Peon de Dama;
Stockfish 16 64-bit 4CPU;Caissa 1.12 64-bit 4CPU;0,5;0,5;D00;Apertura de Peon de Dama;
Stockfish 16 64-bit 4CPU;Dragon by Komodo 3.3 64-bit 4CPU;0,5;0,5;D04;Apertura de Peon de Dama;
Caissa 1.18 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D00;Apertura de Peon de Dama;
Stockfish 16 64-bit 4CPU;Clover 4.1 64-bit 4CPU;0,5;0,5;C24;Apertura del Alfil;
Clover 4.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;C24;Apertura del Alfil;
Ethereal 14.25 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C23;Apertura del Alfil;
Stockfish 16 64-bit 4CPU;Ethereal 14.25 64-bit 4CPU;0,5;0,5;C23;Apertura del Alfil;
Seer 2.7.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;C24;Apertura del Alfil;
Stockfish 16 64-bit 4CPU;Seer 2.7.0 64-bit 4CPU;1;0;C24;Apertura del Alfil;
Carp 3.0.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C24;Apertura del Alfil;
Stockfish 16 64-bit 4CPU;Carp 3.0.0 64-bit 4CPU;0,5;0,5;C24;Apertura del Alfil;
Stockfish 16 64-bit 4CPU;Torch v2 64-bit 4CPU;0,5;0,5;C23;Apertura del Alfil;
Stockfish 16 64-bit 4CPU;Velvet 5.2.0 64-bit 4CPU;1;0;C45;Apertura Escocesa;
Velvet 5.2.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C45;Apertura Escocesa;
Stockfish 16 64-bit 4CPU;rofChade 3.0 64-bit 4CPU;0,5;0,5;C45;Apertura Escocesa;
rofChade 3.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C45;Apertura Escocesa;
RubiChess 20230918 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C45;Apertura Escocesa;
Stockfish 16 64-bit 4CPU;RubiChess 20230918 64-bit 4CPU;0,5;0,5;C45;Apertura Escocesa;
Berserk 12 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C45;Apertura Escocesa;
Stockfish 16 64-bit 4CPU;Berserk 12 64-bit 4CPU;0,5;0,5;C45;Apertura Escocesa;
Berserk 12 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C45;Apertura Escocesa;
Stockfish 16 64-bit 4CPU;Berserk 12 64-bit 4CPU;1;0;C45;Apertura Escocesa;
Caissa 1.15 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C45;Apertura Escocesa;
Stockfish 16 64-bit 4CPU;Caissa 1.15 64-bit 4CPU;0,5;0,5;C45;Apertura Escocesa;
Torch v2 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C45;Apertura Escocesa;
Igel 3.5.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C67;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;Igel 3.5.0 64-bit 4CPU;0,5;0,5;C67;Apertura Espa¤ola (Ruy Lopez);
Igel 3.5.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C65;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;Igel 3.5.0 64-bit 4CPU;0,5;0,5;C65;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;Booot 7.1 64-bit 4CPU;1;0;C97;Apertura Espa¤ola (Ruy Lopez);
Booot 7.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C92;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;RubiChess 20230410 64-bit 4CPU;0,5;0,5;C95;Apertura Espa¤ola (Ruy Lopez);
RubiChess 20230410 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C92;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;Uralochka 3.39d 64-bit 4CPU;1;0;C92;Apertura Espa¤ola (Ruy Lopez);
Uralochka 3.39d 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C92;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;ShashChess GZ 64-bit 4CPU;0,5;0,5;C88;Apertura Espa¤ola (Ruy Lopez);
ShashChess GZ 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C88;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;Uralochka 3.39d 64-bit 4CPU;1;0;C88;Apertura Espa¤ola (Ruy Lopez);
Uralochka 3.39d 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C88;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;Velvet 5.2.0 64-bit 4CPU;0,5;0,5;C69;Apertura Espa¤ola (Ruy Lopez);
Velvet 5.2.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C69;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;Booot 7.1 64-bit 4CPU;1;0;C92;Apertura Espa¤ola (Ruy Lopez);
Booot 7.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C92;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;Arasan 23.5 64-bit 4CPU;1;0;C69;Apertura Espa¤ola (Ruy Lopez);
Arasan 23.5 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C69;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;Booot 7.1 64-bit 4CPU;1;0;C92;Apertura Espa¤ola (Ruy Lopez);
Booot 7.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;C90;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;Ethereal 14.00 64-bit 4CPU;0,5;0,5;C88;Apertura Espa¤ola (Ruy Lopez);
Ethereal 14.00 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C88;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;Revenge 3.0 64-bit 4CPU;0,5;0,5;C88;Apertura Espa¤ola (Ruy Lopez);
Revenge 3.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C88;Apertura Espa¤ola (Ruy Lopez);
Deep Sjeng 3.6 a16 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C84;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;Deep Sjeng 3.6 a16 64-bit 4CPU;0,5;0,5;C84;Apertura Espa¤ola (Ruy Lopez);
Clover 5.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C88;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;Clover 5.0 64-bit 4CPU;1;0;C88;Apertura Espa¤ola (Ruy Lopez);
Clover 5.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C80;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;Clover 5.0 64-bit 4CPU;1;0;C82;Apertura Espa¤ola (Ruy Lopez);
Caissa 1.9 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C88;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;Caissa 1.9 64-bit 4CPU;1;0;C88;Apertura Espa¤ola (Ruy Lopez);
Caissa 1.11 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C92;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;Caissa 1.11 64-bit 4CPU;1;0;C92;Apertura Espa¤ola (Ruy Lopez);
Caissa 1.11 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C90;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;Caissa 1.11 64-bit 4CPU;0,5;0,5;C88;Apertura Espa¤ola (Ruy Lopez);
Deep Sjeng 3.6 a16 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;C78;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;Deep Sjeng 3.6 a16 64-bit 4CPU;1;0;C78;Apertura Espa¤ola (Ruy Lopez);
Deep Sjeng 3.6 a16 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C84;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;Deep Sjeng 3.6 a16 64-bit 4CPU;0,5;0,5;C84;Apertura Espa¤ola (Ruy Lopez);
Clover 6.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C70;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;Clover 6.0 64-bit 4CPU;1;0;C70;Apertura Espa¤ola (Ruy Lopez);
Caissa 1.12 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C65;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;Caissa 1.12 64-bit 4CPU;0,5;0,5;C65;Apertura Espa¤ola (Ruy Lopez);
Arasan 24.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C74;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;Arasan 24.0 64-bit 4CPU;1;0;C74;Apertura Espa¤ola (Ruy Lopez);
Velvet 5.3.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C92;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;Velvet 5.3.0 64-bit 4CPU;1;0;C97;Apertura Espa¤ola (Ruy Lopez);
Caissa 1.12 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C82;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;Caissa 1.12 64-bit 4CPU;1;0;C80;Apertura Espa¤ola (Ruy Lopez);
Caissa 1.12 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;C65;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;Caissa 1.12 64-bit 4CPU;0,5;0,5;C65;Apertura Espa¤ola (Ruy Lopez);
Booot 7.2 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C78;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;Booot 7.2 64-bit 4CPU;1;0;C78;Apertura Espa¤ola (Ruy Lopez);
Velvet 5.3.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C83;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;Velvet 5.3.0 64-bit 4CPU;1;0;C82;Apertura Espa¤ola (Ruy Lopez);
rofChade 3.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C88;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;rofChade 3.1 64-bit 4CPU;1;0;C88;Apertura Espa¤ola (Ruy Lopez);
RubiChess 20230918 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C69;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;RubiChess 20230918 64-bit 4CPU;0,5;0,5;C69;Apertura Espa¤ola (Ruy Lopez);
rofChade 3.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C60;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;rofChade 3.1 64-bit 4CPU;1;0;C60;Apertura Espa¤ola (Ruy Lopez);
rofChade 3.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C82;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;rofChade 3.1 64-bit 4CPU;0,5;0,5;C83;Apertura Espa¤ola (Ruy Lopez);
Ginkgo Valencia 1.01 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C92;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;Ginkgo Valencia 1.01 64-bit 4CPU;1;0;C92;Apertura Espa¤ola (Ruy Lopez);
Ginkgo Valencia 1.01 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C84;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;Ginkgo Valencia 1.01 64-bit 4CPU;0,5;0,5;C84;Apertura Espa¤ola (Ruy Lopez);
Torch v1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C65;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;Torch v1 64-bit 4CPU;0,5;0,5;C65;Apertura Espa¤ola (Ruy Lopez);
Berserk 12 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C91;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;Berserk 12 64-bit 4CPU;0,5;0,5;C91;Apertura Espa¤ola (Ruy Lopez);
Berserk 12 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C83;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;Berserk 12 64-bit 4CPU;0,5;0,5;C83;Apertura Espa¤ola (Ruy Lopez);
Berserk 12 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C77;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;Berserk 12 64-bit 4CPU;0,5;0,5;C77;Apertura Espa¤ola (Ruy Lopez);
Viridithas 11.0.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C67;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;Viridithas 11.0.0 64-bit 4CPU;0,5;0,5;C67;Apertura Espa¤ola (Ruy Lopez);
Viridithas 11.0.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C84;Apertura Espa¤ola (Ruy Lopez);
Stockfish 16 64-bit 4CPU;Viridithas 11.0.0 64-bit 4CPU;0,5;0,5;C84;Apertura Espa¤ola (Ruy Lopez);
Seer 2.7.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C88;Apertura Espa¤ola (Ruy Lopez);
